Date,Year,Month,Day,ABOMEY,ADJOHOUN,ALLADA,BETEROU,BOHICON,BONOU,BOUKOUMBE,COTONOU_AEROPORT,DASSA_ZOUME,DJOUGOU,GOUKA,KOKORO,KOUANDE,PARAKOU_AEROPORT,POBE,PORTO_NOVO,SAVE,TCHAOUROU,TCHETTI,ZAGNANADO
02/10/1999,1999,10,2,7.5,31.3,,0,3.1,45.2,0,4.9,0,0,0,0,0,4.2,8.3,62.8,0,,,28
03/10/1999,1999,10,3,0,0,,0,0.2,0,0,0,2.5,19.1,0,0,14.7,11.1,1.4,0,0,,,0
04/10/1999,1999,10,4,24.2,48.6,,7.3,15.2,0,9,38.5,33.2,18.6,13.5,20.1,8.1,27.8,42.4,19.4,12.6,,,21.2
05/10/1999,1999,10,5,0,0,,5.4,0,0,13,4,0,22.3,0,0,8.6,32.3,1.1,0,0,,,0
06/10/1999,1999,10,6,0,8.3,,0,1.2,6.8,16,3.8,4.5,0,12,0,32.9,0,0.2,0,0.5,,,0
07/10/1999,1999,10,7,0,1.1,,21.5,0,39.8,0,2.4,0,36.4,0,3.3,0,7.6,0,19.8,0,,,0
08/10/1999,1999,10,8,11.5,20.2,,0,0,0,0,6.2,0,19.6,4.3,0,16.2,0.2,11.4,23.3,0.7,,,24.1
09/10/1999,1999,10,9,1.9,4.6,,13.7,23.6,0,0,9,5.2,39.7,0.3,12.3,15.5,21,2.8,1.6,0,,,0
10/10/1999,1999,10,10,0,0,,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,,,0
11/10/1999,1999,10,11,1.5,0,,0,0,12.1,0,0.9,0,0,1.5,0,0,0,0,0,0,,,0
12/10/1999,1999,10,12,15.5,24.3,,25.8,19.2,26.4,0,14,0,0,14.6,12.4,11.1,17.3,0.8,0,0,,,6
13/10/1999,1999,10,13,0,15.7,,0,0,0,0,26.5,24.6,3.3,23.3,20.4,0,0,4.9,43.8,32.3,,,0
14/10/1999,1999,10,14,8.4,0,,7,9.7,46.5,20.3,2.1,11.3,9.4,17.5,35,5.9,2.4,8.6,0,22.5,,,28
15/10/1999,1999,10,15,0,0,,0,0,28.5,0,0,0,0,0,0,4.9,0,0,0,1.7,,,0
16/10/1999,1999,10,16,10.6,0,,0,16.8,0,0,0,0,0,10.1,6.3,0,0,0,0,6.2,,,0
17/10/1999,1999,10,17,0,0,,0,0,15.3,0,0,0,0,14.3,0,0,0,0,0,0.1,,,0
18/10/1999,1999,10,18,0,0,,0,0,0,0,1.2,0,0,0,0,0,0,1.4,0,0,,,13
19/10/1999,1999,10,19,0,13.8,,0,0,8.7,0,14.2,1.8,0,0,0,0,0,14.3,27.9,0,,,0
20/10/1999,1999,10,20,0,0,,0,0,10.2,0,0.3,0,0,0,0,0,0,0,0,0,,,0
21/10/1999,1999,10,21,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,,,0
22/10/1999,1999,10,22,0,0,,0,2.3,0,0,0,32.8,0,0,0,0,0,0,0,0,,,0
23/10/1999,1999,10,23,17.6,21.3,,0,16.9,21,0,21.7,0,0,0,0,0,0,17.1,31.3,0,,,18.6
24/10/1999,1999,10,24,6.7,0,,0,4.5,0,0,0,16.5,0,22.8,4,0,0,0,0,12.3,,,0
25/10/1999,1999,10,25,1.7,29.5,,0,20.6,1.2,0,0,0,5.2,0,11,0,0,5.1,7.6,0,,,5.7
26/10/1999,1999,10,26,0,0,,0,0,0,0,0,0,4,0,0,0,0,2.7,0,3.9,,,0
27/10/1999,1999,10,27,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
28/10/1999,1999,10,28,0,0,,0,0,15.4,0,0.1,1.5,0,0,0,0,0,0,0,0,,,0
29/10/1999,1999,10,29,0,0,,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,,,0
30/10/1999,1999,10,30,0,0,,0,0,0,0,0,0.9,0,0,0,0,0,2.6,0,0,,,0
31/10/1999,1999,10,31,14.6,6,,0,2.9,0,0,0,0,0,0,9.9,0,0,16.2,0,35.6,,,47.1
01/11/1999,1999,11,1,0,0,,,0,20,0,0,0,0,3.2,7,0,0,0,0,1.5,,,0
02/11/1999,1999,11,2,0,0,,,0,0,0,0,0,0,0,1.5,0,0,0,0,0,,,0
03/11/1999,1999,11,3,11.6,0,,,30.1,0,0,0,0.3,0,0,0,0,0,1.6,0,0,,,0
04/11/1999,1999,11,4,0,6.7,,,0,0,0,0,1.7,0,1.3,1.1,0,0,0,0,3.1,,,0
05/11/1999,1999,11,5,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
06/11/1999,1999,11,6,0,0,,,0,0,0,1.7,0,0,0,0,0,0,0,7.7,0,,,0
07/11/1999,1999,11,7,0,0,,,0,0,0,5.3,0,0,0,0,0,0,0,9.3,0,,,0
08/11/1999,1999,11,8,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
09/11/1999,1999,11,9,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
10/11/1999,1999,11,10,0,0,,,0,0,0,0,0,0,0,0,0,0,0,21.6,0,,,0
11/11/1999,1999,11,11,0,0,,,0,33.7,0,0,0,0,0,0,0,0,0.7,0,0,,,0
12/11/1999,1999,11,12,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
13/11/1999,1999,11,13,0,0,,,0,0,0,6.1,0,0,0,0,0,0,0,0,0,,,0
14/11/1999,1999,11,14,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
15/11/1999,1999,11,15,0,0,,,26.3,0,0,0,0,0,0,0,0,0,0,18.2,0,,,27.5
16/11/1999,1999,11,16,4.1,0,,,0.7,0,0,0,0,0,0,0,0,0,0,0,0,,,0
17/11/1999,1999,11,17,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
18/11/1999,1999,11,18,0,24.8,,,0,0,0,0.6,0,0,0,0,0,0,23.5,0,0,,,21.3
19/11/1999,1999,11,19,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0
20/11/1999,1999,11,20,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
21/11/1999,1999,11,21,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
22/11/1999,1999,11,22,0,0,,,0,0,0,0,0,0,0,0,0,0,0.7,0,0,,,0
23/11/1999,1999,11,23,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
24/11/1999,1999,11,24,0,21.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13.6
25/11/1999,1999,11,25,0,0,,,0,0,0,3.6,0,0,0,0,0,0,0,2.9,0,,,0
26/11/1999,1999,11,26,0,0,,,0,15.2,0,0,0,0,0,0,0,0,5.3,0,0,,,0
27/11/1999,1999,11,27,0,0,,,0,0,0,20.7,0,0,0,0,0,0,0,6.8,0,,,0
28/11/1999,1999,11,28,0,0,,,0,0,0,0.7,0,0,0,0,0,0,0,0,0,,,0
29/11/1999,1999,11,29,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
30/11/1999,1999,11,30,0,0,,,0,0,0,0,0,0,0,0,0,0,0,23.8,0,,,0
01/12/1999,1999,12,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
02/12/1999,1999,12,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
03/12/1999,1999,12,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
04/12/1999,1999,12,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
05/12/1999,1999,12,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
06/12/1999,1999,12,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
07/12/1999,1999,12,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
08/12/1999,1999,12,8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
09/12/1999,1999,12,9,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
10/12/1999,1999,12,10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,,,0
11/12/1999,1999,12,11,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
12/12/1999,1999,12,12,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
13/12/1999,1999,12,13,0,0,,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,,,0
14/12/1999,1999,12,14,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
15/12/1999,1999,12,15,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
16/12/1999,1999,12,16,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
17/12/1999,1999,12,17,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
18/12/1999,1999,12,18,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
19/12/1999,1999,12,19,0,0,,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,,,0
20/12/1999,1999,12,20,0,0,,0,0,0,0,16.2,0,0,0,0,0,0,0.9,9.5,0,,,0
21/12/1999,1999,12,21,0,0,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,,,0
22/12/1999,1999,12,22,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,,,0
23/12/1999,1999,12,23,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
24/12/1999,1999,12,24,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
25/12/1999,1999,12,25,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
26/12/1999,1999,12,26,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
27/12/1999,1999,12,27,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
28/12/1999,1999,12,28,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
29/12/1999,1999,12,29,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
30/12/1999,1999,12,30,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
31/12/1999,1999,12,31,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
01/01/2000,2000,1,1,0,0,,0,0,0,2.3,0,0,0,0,0,3.7,0,0,0,0,0,,0
02/01/2000,2000,1,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
03/01/2000,2000,1,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
04/01/2000,2000,1,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
05/01/2000,2000,1,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
06/01/2000,2000,1,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
07/01/2000,2000,1,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
08/01/2000,2000,1,8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
09/01/2000,2000,1,9,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
10/01/2000,2000,1,10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
11/01/2000,2000,1,11,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
12/01/2000,2000,1,12,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
13/01/2000,2000,1,13,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
14/01/2000,2000,1,14,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
15/01/2000,2000,1,15,0,27.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
16/01/2000,2000,1,16,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
17/01/2000,2000,1,17,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
18/01/2000,2000,1,18,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
19/01/2000,2000,1,19,0,0,,0,0,0,0,0,14.3,0,4.3,5,0,0,0,0,3.7,21.6,,0
20/01/2000,2000,1,20,0,0,,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,14.8,,0
21/01/2000,2000,1,21,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
22/01/2000,2000,1,22,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
23/01/2000,2000,1,23,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
24/01/2000,2000,1,24,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
25/01/2000,2000,1,25,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
26/01/2000,2000,1,26,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
27/01/2000,2000,1,27,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
28/01/2000,2000,1,28,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
29/01/2000,2000,1,29,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
30/01/2000,2000,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
31/01/2000,2000,1,31,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
01/02/2000,2000,2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
02/02/2000,2000,2,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
03/02/2000,2000,2,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
04/02/2000,2000,2,4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
05/02/2000,2000,2,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
06/02/2000,2000,2,6,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
07/02/2000,2000,2,7,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
08/02/2000,2000,2,8,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
09/02/2000,2000,2,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
10/02/2000,2000,2,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
11/02/2000,2000,2,11,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
12/02/2000,2000,2,12,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
13/02/2000,2000,2,13,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
14/02/2000,2000,2,14,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
15/02/2000,2000,2,15,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
16/02/2000,2000,2,16,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
17/02/2000,2000,2,17,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
18/02/2000,2000,2,18,0,0,16.4,0,0,0,0,0,0,0,,0,0,0,5.7,0,0,0,,0
19/02/2000,2000,2,19,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
20/02/2000,2000,2,20,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
21/02/2000,2000,2,21,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
22/02/2000,2000,2,22,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
23/02/2000,2000,2,23,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
24/02/2000,2000,2,24,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
25/02/2000,2000,2,25,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.9,0,0,0,,0
26/02/2000,2000,2,26,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
27/02/2000,2000,2,27,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
28/02/2000,2000,2,28,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
29/02/2000,2000,2,29,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
01/03/2000,2000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2000,2000,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2000,2000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2000,2000,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2000,2000,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2000,2000,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2000,2000,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2000,2000,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2000,2000,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2000,2000,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2000,2000,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2000,2000,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2000,2000,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2000,2000,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/03/2000,2000,3,15,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/03/2000,2000,3,16,0.2,0,0,0,0,0,0,0,7.6,0,1.6,0,0,0,0.3,1.3,8.7,0,0,0
17/03/2000,2000,3,17,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0
18/03/2000,2000,3,18,2.5,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/03/2000,2000,3,19,10,50.2,45.9,0,33.2,0,0,73.8,38.5,0,33.6,38.4,0,22.7,36.9,44.7,87.2,0,9,62.1
20/03/2000,2000,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9,0,0
21/03/2000,2000,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/03/2000,2000,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/03/2000,2000,3,23,0,0,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/03/2000,2000,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/03/2000,2000,3,25,0,0,0,3.7,1.3,0,0,0,3.2,12.7,26.8,6.7,0,0,5.4,0,0.3,0,0,10
26/03/2000,2000,3,26,23.1,15.1,25.9,31,14.7,42.2,0,32.6,0.4,17.6,4.8,41,0,46.9,21.5,32.2,0,38.7,3,27.1
27/03/2000,2000,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0
28/03/2000,2000,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/03/2000,2000,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/03/2000,2000,3,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2000,2000,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2000,2000,4,1,5.5,0,0,0,11.2,0,0,35.7,0,0,19.1,0,0,0,3.5,48.2,4.6,0,17.2,0
02/04/2000,2000,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2000,2000,4,3,0,0,0,2.5,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0
04/04/2000,2000,4,4,0,3.2,0,0,0,0,0,0,15.4,1.8,0,0,0,1.7,1.1,5.8,47.3,4.2,14.3,0
05/04/2000,2000,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2000,2000,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.8,1.3,7.3,0
07/04/2000,2000,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1,0,0
08/04/2000,2000,4,8,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0
09/04/2000,2000,4,9,0,11.2,0,0,0,0,0,6.2,0,0,0,0,0,0,10,9.1,1.4,1.9,0,0
10/04/2000,2000,4,10,0,0,0,7,0,20.1,0,0,0,7.1,0,2.2,0,19.7,7.7,0,0,0,0,0
11/04/2000,2000,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0
12/04/2000,2000,4,12,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
13/04/2000,2000,4,13,0,0,0,0,0,0,13.2,0,0,0,0,0,0,22.7,0,0,0,0,0,15.2
14/04/2000,2000,4,14,12,4.3,6.2,0,0,0,0,13.6,0,0,0,0,0,0,0.3,1.8,0,0,0,0
15/04/2000,2000,4,15,0,0,10.2,0,4.5,0,0,0.2,0,0,0,0,0,2.5,0,0,0,0,0,0
16/04/2000,2000,4,16,27,0,0,0,18.4,0,0,1.6,4.6,1.1,0,0,0,0,0,0,14,0,12,18.6
17/04/2000,2000,4,17,1.2,0,17.4,1.6,2.6,0,0,0,0,0,7.5,0,0,0,5.2,0,21.1,21.4,1.4,0.7
18/04/2000,2000,4,18,0,0,0,0,0,0,0,0,0,38.2,0,0,0,0,0,0,0,0,0,0
19/04/2000,2000,4,19,0,0,0,0,0,15.1,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0
20/04/2000,2000,4,20,56,6.7,0,22.7,35.2,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,6.9
21/04/2000,2000,4,21,11,0,0,0,7,0,0,0.8,0,1.2,0,6,12.5,28.4,0,0,2.7,0,0,0
22/04/2000,2000,4,22,1.5,3.5,0,0,6,0,0,0,0,0,0,9,0,0,15.6,24.2,0.7,8.8,0,8
23/04/2000,2000,4,23,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
24/04/2000,2000,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/04/2000,2000,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/04/2000,2000,4,26,0,0,0,0,0,7.4,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0
27/04/2000,2000,4,27,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,48.4,0
28/04/2000,2000,4,28,5.2,0,0,0,11,0,20,3.7,0,0,0,0,24,0,0,5.1,0,0,0,5.2
29/04/2000,2000,4,29,0,80,14.7,0,0,0,0,0.2,0,31.2,0,0,2.5,8.7,1.5,0,0,0,0,0
30/04/2000,2000,4,30,28,7,0,7.9,15.8,0,0,0,56.6,0,11,44,0,9.8,,5.1,3.5,0,48.5,51.4
01/05/2000,2000,5,1,1.9,0,17.8,,6.9,52.7,0,4,0,2.6,0,0,0,1.3,106.8,0,0,28.8,0,0
02/05/2000,2000,5,2,0,0,0,,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
03/05/2000,2000,5,3,0,0,0,,0,0,0,0,0,1.1,1.3,11.3,0,14,4.3,0,0,0,0,0
04/05/2000,2000,5,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0
05/05/2000,2000,5,5,0,0,0,,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,8.1,0
06/05/2000,2000,5,6,0,0,0,,0,0,0,0,14.5,0,0,0,0,0,0,0,2.6,0,4.5,0
07/05/2000,2000,5,7,3,0,0,,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0
08/05/2000,2000,5,8,5.5,0,0,,0,0,0,0,0,0,0,0.6,0,0,7.3,0,0,0,0,0
09/05/2000,2000,5,9,11,3.5,0,,1,0,0,4,0,0,0,0,0,0,0,5.9,7.7,0,0,19.2
10/05/2000,2000,5,10,0,0,0,,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0
11/05/2000,2000,5,11,0,0,4.4,,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
12/05/2000,2000,5,12,0,0,0,,0,3.4,0,0,15.3,23.1,0,0,0,0,6.5,0,0,0,0,0
13/05/2000,2000,5,13,7.3,0,0,,9,6.7,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0
14/05/2000,2000,5,14,0,0,0,,0.3,0,0,0,9.5,22.1,0,0,3.5,53.3,0,0,0,29.1,0,0
15/05/2000,2000,5,15,0,14.4,7.4,,0.2,0,0,0,0,0,0,0,0,0,16.9,0,0,13.7,0,0
16/05/2000,2000,5,16,0,0,0,,0.6,0,0,1.3,0.3,5,0,29,0,0,2.5,42.3,0,0,0,29.6
17/05/2000,2000,5,17,10.5,22,24.2,,8.1,0,0,29,13.2,0,0,0,0,0,4.5,3.1,29.8,0.1,0,1.3
18/05/2000,2000,5,18,0,0,0,,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0
19/05/2000,2000,5,19,0,0,0,,0,0,0,34.7,2.6,0,0,0,0,0,0,36.2,9,0,0,0
20/05/2000,2000,5,20,0,21.3,0,,0,2.3,2.5,44.4,0,0,0,0,36.7,0,0.3,2.3,0,0,0,0
21/05/2000,2000,5,21,0.3,0,0,,3,0,0,0,0,19.3,0,32,4.2,27.5,0,0,0,0,0,17.1
22/05/2000,2000,5,22,1.2,0,0,,2.6,0,0,0.2,0,0,0,0,0,0,2,32.4,0,21.4,8.5,0
23/05/2000,2000,5,23,4.1,28.2,21.5,,4,42.5,38.6,15,0,10.3,21.4,0,26,38.8,0,6.2,0,0.7,72.1,0
24/05/2000,2000,5,24,0,0,0,,0,0,0,0.1,0,0,0,0,0,0,42.9,0,0,0,16.8,0
25/05/2000,2000,5,25,42,0,0,,0,0,0,0,0,0,0,32.2,0,8.5,0,0,0,0,0,24
26/05/2000,2000,5,26,0,0,0,,11.2,0,0,0.9,9.2,0,0,0,0,2.6,0,0,17.7,14.7,0,0
27/05/2000,2000,5,27,0,0,0,,0,0,0,0.3,0,0,6,0,0,0,0.5,0,0,0,0,0
28/05/2000,2000,5,28,0,0,0,,0,4.5,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0
29/05/2000,2000,5,29,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/05/2000,2000,5,30,16,0,0,,9.2,0,6.5,6,0,28.5,0,35.3,4.5,6.1,0,0,0.6,24.6,83,0
31/05/2000,2000,5,31,4,0,0,,3.6,0,0,0.1,0,13.6,9,0,5.1,0,0,0,6.3,0,0,20.1
01/06/2000,2000,6,1,0,0,4.9,0,0,0,0,14.1,5.8,0,0,0,0,0,23.5,17.3,12.1,0,8.1,0
02/06/2000,2000,6,2,0,0,7.3,0,0,52.4,0,0,0,0,3,0,0,0,0,0,1.4,0,0,0
